enrollee_id,target
16548,0.5529772760922226
12036,0.08414750280786873
11061,0.2480590815424769
5032,0.07907741051919473
17599,0.08732546448463868
19314,0.08913392460649756
12365,0.2268206829659084
22696,0.09098484511678273
16083,0.08652981252487581
33240,0.09683072209331024
813,0.1024250207369272
1362,0.08129813872240145
3821,0.09964634194795144
26316,0.17165714856207964
29269,0.1079411625847581
22524,0.08592518598065184
30407,0.09091094747135063
863,0.08473532933575498
27743,0.09356618241388608
29303,0.08635709641873084
1019,0.1611546650566956
8819,0.09998520907454476
5397,0.14920185994910526
14697,0.09585673741664896
10407,0.12535621123516535
19224,0.15982601458317822
735,0.08345103549831195
14106,0.2880929437987034
858,0.09653711072337952
9061,0.08466279510969241
12775,0.07984321859238834
7964,0.0989292191612386
30781,0.11422920044704188
29346,0.1517131612474488
17991,0.08312957595409752
15768,0.09701640438381824
15378,0.08792803261995633
27248,0.08061422120289748
5931,0.08248818920744484
11897,0.0849531720873449
10606,0.09539850159709658
28368,0.1056573990285083
11081,0.06795536958175015
19611,0.12232521702941505
1283,0.0895361428984494
18590,0.07890809476706016
2076,0.07281884258201415
19130,0.08588922318328797
29874,0.09071986802512576
16387,0.0725280528224994
22536,0.09448309916810728
30268,0.2120323244400512
23258,0.1152571980985863
14201,0.16166473486855526
10551,0.11476667467249943
28787,0.13236017887802418
23340,0.4096987550760549
26020,0.10595702368194564
22989,0.09963995964573302
14594,0.11149579062452984
10127,0.10366689950549214
18684,0.07563767350522396
20163,0.13253921038267724
997,0.10293502882306693
32505,0.23792366628022105
28948,0.15968987872646975
19793,0.12735671809294152
22487,0.1273802255894697
28765,0.0957925170808802
28078,0.09221282502594673
3780,0.08668601835918867
15396,0.13181883796589955
31167,0.08689837217859149
8834,0.1919563684972372
12051,0.08552101614157477
29453,0.32006717924131955
4305,0.14372510938374694
28298,0.1132871312290246
33189,0.09141524008169498
6611,0.08169472971268035
4763,0.25115449727402284
11459,0.07775451506970281
4870,0.08538116537569261
12630,0.08118123857798712
29618,0.08256044310974765
30033,0.10272252371640013
25404,0.10389383884511977
5522,0.11049190240346388
13026,0.14375506458438808
14788,0.12321202614718213
8450,0.1535511218062536
15425,0.09314602225831024
17221,0.5458648301945129
32535,0.1350269554084915
3356,0.09120421978847387
6938,0.109516457364704
25715,0.09589094689054653
25064,0.08944110051406119
29805,0.09084015482909437
20608,0.3387480450664297
32283,0.07679381832038856
17793,0.13328474816014946
1525,0.11970564689238658
3579,0.16484737222599502
1704,0.0868351245578038
16657,0.1276752632206733
21066,0.10845167806679903
32817,0.09619480067061448
24938,0.10910798965932288
2837,0.2752897322447532
1157,0.09604285053087017
33154,0.28593223379570953
27434,0.1397375012731195
15056,0.08691410682230688
2555,0.10239424753268192
19701,0.0845136565523988
25529,0.08931754085213521
17070,0.12349909161753884
26053,0.07179052663147509
30684,0.07315645991018054
2815,0.08685649234917196
31291,0.07923498937807398
26903,0.1154758042721276
32889,0.1706992710729262
20873,0.13954214800538145
27921,0.1269325916963615
16150,0.08888347606394241
31345,0.10252464661540744
13375,0.10860865388389958
12369,0.1579258127050821
30180,0.09141375254051838
33355,0.07638619382026203
2417,0.09810534292580048
30481,0.1096079952122453
5540,0.12689294009371924
32713,0.12121256289349328
263,0.14172384268658858
20373,0.11176955124020868
4991,0.14941442809796154
24045,0.18433425676645568
17697,0.09503602854223964
30866,0.09749143816264508
12996,0.16986046354221873
25973,0.06800367925231324
18035,0.40452527577685216
8980,0.10272240503797307
6515,0.18420701763512395
24754,0.10173150579087063
3901,0.09925089397278714
8499,0.23979838771192816
6139,0.0912531116127666
31696,0.09240849498814084
24611,0.0756163985821896
18882,0.08022093585963655
11713,0.4005240288943265
7027,0.0930447969478628
23513,0.07957704990140839
3013,0.16876770688693654
11584,0.11472186756706568
24451,0.08652712760127293
17738,0.1330266152724534
30028,0.1333740648475563
9366,0.16122871615723092
25896,0.11211291269389598
29281,0.1059443606761641
31222,0.1065688521858167
11790,0.16955353584244875
15533,0.1495462394295397
10055,0.10463912991412684
32053,0.1859821413699705
9977,0.14620809598725368
30111,0.12375576233062158
20140,0.207915165079693
24780,0.10976715237872477
33097,0.07881466061758408
1312,0.10652431653590604
8694,0.07951136091819863
14127,0.10449493820024487
29904,0.11350899661609826
29099,0.08905172697334479
18616,0.08609221943126469
31040,0.2808402997711446
28643,0.12410442744729976
7132,0.1843800173068752
30579,0.08620611001451678
19419,0.11582539432675895
7835,0.0847458897212918
11957,0.09251847267368786
20303,0.1083798655790888
20120,0.08457303511223276
24434,0.1075772726974982
25972,0.07445885768149105
10442,0.09961375499407273
24285,0.2274849244840557
8925,0.1483028442751387
26227,0.08265598821413779
15960,0.0898820679806936
28482,0.13460774452237495
23555,0.09008318490736082
10319,0.09147049068111036
9717,0.14661716936530067
24606,0.21197564513919676
4545,0.09508942720635263
30371,0.13416026484575122
10309,0.1013648724021394
11076,0.08226996711121362
14411,0.2604706870895987
18403,0.08649210497184312
30763,0.21650909798752815
10772,0.08088365080402532
10597,0.10023473474404533
6940,0.08354055018187463
14149,0.3202198658744229
30682,0.1416313617906584
33089,0.09064355958152004
28300,0.1950800581499577
28024,0.09874560002623216
15923,0.10526926548319007
23021,0.08186317305820663
9271,0.17260269978970755
24649,0.13638701243697193
25717,0.09788365285931304
21247,0.20313627711025653
2302,0.08335861854646902
32609,0.13580991708146378
27506,0.09990874914510336
30403,0.20147769359791626
6612,0.08969991888663728
14011,0.09189081075160577
22398,0.08639470605022312
13659,0.10527897986709599
7087,0.10846541665282344
33044,0.17901834914823744
29659,0.1842931213724758
23199,0.09500601256315283
1093,0.0900056044009716
12165,0.08493678905759477
27636,0.08004798562687487
11850,0.27821445758338864
1929,0.09849980377841867
31747,0.16529918277949654
29506,0.1137173984106243
10320,0.0920604814081966
4209,0.08944757224529347
28190,0.11616846225998285
26665,0.2799981438716416
13817,0.09490009039486463
2899,0.4168060043476885
8530,0.13944273761235934
28742,0.10757044092722302
4944,0.11893994945161235
16458,0.4378087091732042
23632,0.16878405079267694
7422,0.1721615988313921
14564,0.08831554502059058
18967,0.10825601174581094
12862,0.18355141681685613
18021,0.13732787103767574
27748,0.2418284702367443
1683,0.11118831471601172
13043,0.11064658359142696
274,0.09407957768303413
30001,0.0863331515510248
19300,0.16031342715182126
25154,0.18301050479458875
1387,0.08849526784453435
6261,0.11506662077710245
22427,0.2894042906008102
1348,0.09675233689803107
23959,0.0945510599512033
24455,0.08649636110796895
6441,0.13413980788107188
13576,0.08865285282357506
21421,0.11077364712859698
18542,0.07675740518055325
2303,0.09666284095896027
4541,0.1457668590062782
22275,0.08333092249635411
14004,0.1941880128608904
2246,0.0959998078897193
23304,0.1709111119309035
28181,0.13103108409236713
28971,0.12252261748763628
10488,0.21868205379050584
23594,0.13911029390767252
25132,0.0829217506632479
11381,0.0966788333945452
8885,0.10213362258152328
23577,0.09239863825427028
26207,0.0847787060568845
11901,0.1794050793169235
27544,0.12100883090184485
30808,0.09020358951500372
4629,0.08997055054409038
8110,0.08913650173797097
28621,0.16243680869871804
30647,0.09889128416548136
8427,0.1030576962932926
14577,0.11588967872569055
28792,0.18489892006881345
17562,0.1577876011724295
22218,0.15594551803808818
4942,0.13680953382059755
29970,0.08893862749252834
5829,0.110356311175854
4243,0.13202386549110162
7600,0.08174938408122613
16780,0.08345351470318693
4979,0.11323238256202775
4473,0.1964433378580072
13871,0.08637103754250441
5314,0.21055677215070234
20327,0.13728299966221902
29210,0.2358621885964453
10237,0.12146449186689715
26825,0.11286119887178707
32970,0.097405313161732
13250,0.3598768156369765
7381,0.1399421181683376
30473,0.17988778418971998
9636,0.1104730821802395
31683,0.09826374055164423
19525,0.1815492054632288
31584,0.09629037203265857
18901,0.14985308812585685
340,0.0853697005280211
28881,0.1830927402223535
29003,0.0781053501095738
23445,0.21080534325227013
19486,0.12030024755255155
26531,0.18137166426645213
15476,0.11887249208511295
8078,0.12635879031828476
9731,0.09827564669785024
5959,0.18313195169612725
10208,0.0791421988488508
11322,0.1314429840041351
1118,0.08168917421226257
15482,0.11332314603638388
14191,0.09321769258577443
31824,0.08348430730405712
9215,0.32135890454936833
17787,0.09302541832598664
18472,0.27622669800141864
1142,0.07326245965895219
26038,0.18507900417310427
31976,0.10121270924082057
17174,0.08357147844199186
819,0.18438702701601914
3189,0.09417969954831547
4734,0.16018631252438267
20936,0.1456167449853461
10966,0.12977324852847066
21084,0.0924905402581516
3171,0.10191244696668787
2483,0.18548842089621234
14282,0.08180255973470331
5863,0.327697259870212
32830,0.1572417885491181
3333,0.092795529696728
16152,0.10320842744803227
9535,0.13619857362747334
20776,0.0914464742779695
33351,0.16064256652775774
19444,0.2504758122559361
15447,0.1671071069034933
17912,0.08202685863971998
11109,0.09401002589943463
21309,0.10965420521946348
29469,0.11783654498897292
3648,0.0844683522579482
11115,0.0797903923079456
14807,0.08237598336574227
18390,0.13645566431534895
27682,0.08326289280027242
25516,0.10761694000988148
27042,0.08569028565542891
9707,0.3416733855596222
4098,0.1082870822614713
16288,0.10001220305366733
29114,0.10697693028261852
920,0.08983583929509682
7015,0.10228308551758987
32618,0.0954172324732123
23029,0.14881760392991275
1273,0.16567449044856625
1154,0.12833789742757404
3382,0.10560948764465007
22533,0.10521635395368496
16613,0.09046967489950733
10591,0.2456462040266789
11702,0.14649146556149645
25036,0.1109853547373961
25908,0.08984783985264341
9328,0.08803207316834387
18570,0.09620685724212932
16377,0.08989627796973587
1918,0.193320407197554
5016,0.10138154221886957
6799,0.08433078387748015
27432,0.12334841996159886
5084,0.12154702828542599
28274,0.0906287725979532
32752,0.09355732274883358
3515,0.07150669319904003
23754,0.4672770871857973
1062,0.10615920386846532
25454,0.08517154463290949
9996,0.10463143511912652
